subID	 genre	 age	 task	 run	 Context 	 Statement	 Condition_name	 Situation	 Evaluation_Score	 Validation_Type	 Time_Context	 Time_Statement	 Voice_Context	 Voice_Statement	 Time_Onset	 Time_Onset_Context	 Time_End_Context	 Time_Onset_Statement	 Time_End_Statement	 Onset_Evaluation	 End_Evaluation	 Real_Time_Onset	 Real_Time_Onset_Context	 Real_Time_End_Context	 Real_Time_Onset_Statement	 Real_Time_End_Statement	 Real_Time_Onset_Evaluation	 Real_Time_End_Evaluation	 RT	 Jitter
49	2	22	semantic	2	CNf4_13.wav	SNnegh2_13.wav	CN_SNneg	13	2	valid	2.5701	0.99211	f4	h2	0	1	3.5701	4.3503	5.3425	6.3425	9.4229	0.0043665	1.0013	3.571	4.3518	5.3434	6.3435	8.924	2.5805	0.78026
49	2	22	semantic	2	CPh4_12.wav	SPposh2_12.wav	CP_SPpos	12	5	valid	2.3305	0.8742	h4	h2	9.4229	10.4229	12.7535	13.3763	14.2505	15.2505	17.4506	9.4438	10.4241	12.7544	13.3776	14.2514	15.2518	16.9519	1.7001	0.62285
49	2	22	semantic	2	CPh3_9.wav	SNposh4_9.wav	CP_SNpos	9	1	valid	2.0128	1.1514	h3	h4	17.4506	18.4506	20.4634	21.9258	23.0772	24.0772	25.3224	17.4695	18.452	20.4642	21.9273	23.0781	24.0786	24.8238	0.7452	1.4625
49	2	22	semantic	2	CNf4_12.wav	SPnegf2_12.wav	CN_SPneg	12	5	valid	2.3907	0.89252	f4	f2	25.3224	26.3224	28.7131	29.331	30.2235	31.2235	32.4784	25.3405	26.3238	28.714	29.3323	30.2244	31.2249	31.9798	0.75493	0.6179
49	2	22	semantic	2	CNf3_14.wav	SPnegh2_14.wav	CN_SPneg	14	4	valid	1.9585	1.2157	f3	h2	32.4784	33.4784	35.4369	35.9653	37.1811	38.1811	39.4514	32.4929	33.4798	35.4379	35.9667	37.1819	38.1824	38.9527	0.77038	0.52839
49	2	22	semantic	2	CNh2_6.wav	SPnegf3_6.wav	CN_SPneg	6	4	valid	2.4152	1.3205	h2	f3	39.4514	40.4514	42.8667	44.0836	45.4041	46.4041	48.1252	39.467	40.4529	42.8676	44.085	45.405	46.4055	47.6266	1.2211	1.217
49	2	22	semantic	2	CPh3_8.wav	SPposh1_8.wav	CP_SPpos	8	5	valid	1.5807	0.95016	h3	h1	48.1252	49.1252	50.7059	51.5697	52.5199	53.5199	54.7295	48.1398	49.1262	50.7068	51.5712	52.5208	53.5212	54.2309	0.70965	0.8638
49	2	22	semantic	2	CPf3_3.wav	SNposh2_3.wav	CP_SNpos	3	1	valid	1.8647	1.1263	f3	h2	54.7295	55.7295	57.5943	58.9635	60.0898	61.0898	62.4599	54.7449	55.7309	57.5952	58.9648	60.0907	61.0907	61.9608	0.87001	1.3693
49	2	22	semantic	2	CPf2_14.wav	SNposh4_14.wav	CP_SNpos	14	1	valid	2.4813	1.0961	f2	h4	62.4599	63.4599	65.9411	67.1256	68.2216	69.2216	71.5743	62.479	63.4609	65.942	67.1269	68.2225	69.223	71.0757	1.8527	1.1845
49	2	22	semantic	2	CNh1_15.wav	SPnegf1_15.wav	CN_SPneg	15	5	valid	1.6736	1.0834	h1	f1	71.5743	72.5743	74.248	75.6958	76.7792	77.7792	78.7263	71.5912	72.5758	74.2489	75.6972	76.78	77.7806	78.2277	0.4471	1.4478
49	2	22	semantic	2	CNf1_5.wav	SPnegh3_5.wav	CN_SPneg	5	4	valid	1.9802	0.76615	f1	h3	78.7263	79.7263	81.7065	83.0157	83.7818	84.7818	85.8115	78.7454	79.7277	81.7073	83.0173	83.7828	84.7835	85.3131	0.52964	1.3092
49	2	22	semantic	2	CNf1_9.wav	SPnegf3_9.wav	CN_SPneg	9	5	valid	2.1994	1.2742	f1	f3	85.8115	86.8115	89.0108	90.452	91.7262	92.7262	93.6768	85.8449	86.813	89.0117	90.4531	91.727	92.7275	93.1782	0.45066	1.4411
49	2	22	semantic	2	CPh2_16.wav	SNposh3_16.wav	CP_SNpos	16	1	valid	2.0086	0.81857	h2	h3	93.6768	94.6768	96.6854	97.3147	98.1333	99.1333	101.5994	93.6966	94.6782	96.6863	97.316	98.1342	99.1347	101.1008	1.9661	0.62926
49	2	22	semantic	2	CPf1_2.wav	SNposh4_2.wav	CP_SNpos	2	3	directvalide	1.8026	1.1111	f1	h4	101.5994	102.5994	104.402	105.8519	106.963	107.963	109.8591	101.6148	102.6008	104.4029	105.8532	106.9639	107.9644	109.3605	1.3961	1.4499
49	2	22	semantic	2	CNh4_9.wav	SNnegh2_9.wav	CN_SNneg	9	2	valid	2.7982	1.2279	h4	h2	109.8591	110.8591	113.6573	114.3525	115.5804	116.5804	118.4751	109.8743	110.8603	113.6583	114.3538	115.5813	116.5819	117.9766	1.3947	0.6952
49	2	22	semantic	2	CNf1_8.wav	SNnegh3_8.wav	CN_SNneg	8	1	valid	1.8561	0.95163	f1	h3	118.4751	119.4751	121.3312	122.2224	123.174	124.174	125.1371	118.4905	119.4764	121.3321	122.2237	123.1749	124.1755	124.6386	0.46307	0.89117
49	2	22	semantic	2	CNh1_2.wav	SPnegh4_2.wav	CN_SPneg	2	5	valid	1.6283	1.4832	h1	h4	125.1371	126.1371	127.7653	128.6627	130.1459	131.1459	132.0933	125.1564	126.1384	127.7662	128.6642	130.1468	131.1474	131.5947	0.44735	0.8974
49	2	22	semantic	2	CNh3_8.wav	SPnegh2_8.wav	CN_SPneg	8	5	valid	2.0439	0.8742	h3	h2	132.0933	133.0933	135.1372	135.869	136.7432	137.7432	138.7258	132.1099	133.0945	135.1381	135.8703	136.744	137.7444	138.227	0.4826	0.73175
49	2	22	semantic	2	CPh3_2.wav	SPposh4_2.wav	CP_SPpos	2	5	valid	1.9234	1.4027	h3	h4	138.7258	139.7258	141.6492	143.0568	144.4596	145.4596	146.4663	138.7422	139.7272	141.6505	143.0579	144.4605	145.4609	145.9676	0.5067	1.4076
49	2	22	semantic	2	CNh3_7.wav	SNnegf1_7.wav	CN_SNneg	7	1	valid	2.2218	1.1075	h3	f1	146.4663	147.4663	149.6881	150.5757	151.6832	152.6832	153.9673	146.4805	147.4677	149.689	150.5767	151.6841	152.6845	153.4686	0.78417	0.88759
49	2	22	semantic	2	CPf3_14.wav	SPposf1_14.wav	CP_SPpos	14	4	valid	2.2174	1.0714	f3	f1	153.9673	154.9673	157.1848	157.9237	158.9951	159.9951	161.15	153.9826	154.9688	157.1857	157.925	158.996	159.9966	160.6515	0.65488	0.73896
49	2	22	semantic	2	CNf3_5.wav	SNnegh4_5.wav	CN_SNneg	5	1	valid	1.9773	0.99549	f3	h4	161.15	162.15	164.1272	164.6899	165.6854	166.6854	168.0478	161.1648	162.151	164.1282	164.6909	165.6863	166.6865	167.5489	0.86235	0.56271
49	2	22	semantic	2	CPf3_5.wav	SPposf2_5.wav	CP_SPpos	5	5	valid	2.4425	0.89397	f3	f2	168.0478	169.0478	171.4903	172.7937	173.6877	174.6877	176.7855	168.0801	169.049	171.4913	172.7949	173.6887	174.6889	176.2867	1.5978	1.3034
49	2	22	semantic	2	CNf1_3.wav	SNnegh4_3.wav	CN_SNneg	3	1	valid	2.7506	1.0357	f1	h4	176.7855	177.7855	180.5361	181.59	182.6257	183.6257	184.8452	176.8013	177.7867	180.537	181.5912	182.6266	183.6271	184.3466	0.71945	1.0539
49	2	22	semantic	2	CPh3_8.wav	SNposh2_8.wav	CP_SNpos	8	1	valid	1.5807	0.88234	h3	h2	184.8452	185.8452	187.4259	188.227	189.1094	190.1094	191.4643	184.8602	185.8464	187.4268	188.2284	189.1103	190.1108	190.9657	0.85488	0.80116
49	2	22	semantic	2	CPh2_4.wav	SNposh1_4.wav	CP_SNpos	4	2	valid	2.4925	1.1439	h2	h1	191.4643	192.4643	194.9567	195.5289	196.6728	197.6728	198.8607	191.4795	192.4657	194.9577	195.5302	196.6738	197.6739	198.3617	0.68786	0.57214
49	2	22	semantic	2	CPf2_15.wav	SNposh3_15.wav	CP_SNpos	15	1	valid	1.8626	1.0484	f2	h3	198.8607	199.8607	201.7233	202.8812	203.9296	204.9296	206.3908	198.876	199.8622	201.7243	202.8825	203.9305	204.931	205.8922	0.96119	1.1579
49	2	22	semantic	2	CNf1_10.wav	SPnegh2_10.wav	CN_SPneg	10	5	valid	2.1186	0.92705	f1	h2	206.3908	207.3908	209.5095	210.8575	211.7845	212.7845	215.9333	206.4074	207.3922	209.5104	210.8583	211.7854	212.7858	215.4346	2.6487	1.348
49	2	22	semantic	2	CPh3_4.wav	SPposh4_4.wav	CP_SPpos	4	4	valid	2.3227	1.2217	h3	h4	215.9333	216.9333	219.2559	220.515	221.7368	222.7368	223.8069	215.9589	216.9343	219.2568	220.5162	221.7377	222.738	223.3081	0.57008	1.2591
49	2	22	semantic	2	CNf3_1.wav	SPnegf2_1.wav	CN_SPneg	1	5	valid	2.1499	1.0159	f3	f2	223.8069	224.8069	226.9568	227.6668	228.6826	229.6826	230.9037	223.8398	224.808	226.9577	227.668	228.6838	229.6843	230.4054	0.72111	0.71
49	2	22	semantic	2	CPh3_1.wav	SNposh1_1.wav	CP_SNpos	1	2	valid	2.0823	0.97426	h3	h1	230.9037	231.9037	233.9861	235.415	236.3893	237.3893	239.2428	230.9252	231.9047	233.9869	235.4161	236.3902	237.3902	238.7437	1.3536	1.4289
49	2	22	semantic	2	CNf4_12.wav	SNnegh2_12.wav	CN_SNneg	12	1	valid	2.3907	0.91893	f4	h2	239.2428	240.2428	242.6335	243.368	244.2869	245.2869	246.2678	239.2571	240.2442	242.6345	243.3691	244.2878	245.288	245.7689	0.48086	0.73449
49	2	22	semantic	2	CNh1_16.wav	SNnegf1_16.wav	CN_SNneg	16	1	valid	1.5868	0.68615	h1	f1	246.2678	247.2678	248.8546	249.5754	250.2616	251.2616	252.2554	246.2821	247.2689	248.8555	249.5766	250.2625	251.2629	251.7567	0.4938	0.72082
49	2	22	semantic	2	CNf4_14.wav	SNnegh3_14.wav	CN_SNneg	14	1	valid	2.3239	1.1492	f4	h3	252.2554	253.2554	255.5792	256.2214	257.3707	258.3707	259.5203	252.2769	253.2567	255.5802	256.2225	257.3716	258.3718	259.0215	0.64964	0.64222
49	2	22	semantic	2	CNf3_15.wav	SNnegh1_15.wav	CN_SNneg	15	2	valid	2.2024	0.78134	f3	h1	259.5203	260.5203	262.7227	264.1769	264.9583	265.9583	267.5434	259.5353	260.5214	262.7236	264.1779	264.9592	265.9593	267.0445	1.0852	1.4542
49	2	22	semantic	2	CPh1_6.wav	SPposh2_6.wav	CP_SPpos	6	4	valid	1.8135	1.1263	h1	h2	267.5434	268.5434	270.3569	271.2619	272.3882	273.3882	276.8914	267.5576	268.5444	270.3579	271.2632	272.3891	273.3894	276.3926	3.0032	0.90497
49	2	22	semantic	2	CNf1_13.wav	SPnegf2_13.wav	CN_SPneg	13	5	valid	2.227	0.81125	f1	f2	276.8914	277.8914	280.1184	280.8276	281.6388	282.6388	283.5839	276.9054	277.8924	280.1192	280.8287	281.6398	282.6402	283.0853	0.4451	0.70923
49	2	22	semantic	2	CPh4_11.wav	SPposf3_11.wav	CP_SPpos	11	5	valid	3.2936	1.0101	h4	f3	283.5839	284.5839	287.8776	288.7142	289.7243	290.7243	292.3385	283.6007	284.5854	287.8784	288.7156	289.7252	290.7253	291.8395	1.1142	0.83669
49	2	22	semantic	2	CNf3_7.wav	SPnegh1_7.wav	CN_SPneg	7	5	valid	2.3112	1.3312	f3	h1	292.3385	293.3385	295.6497	296.7602	298.0913	299.0913	300.3845	292.3553	293.3394	295.6507	296.7612	298.0923	299.0925	299.8857	0.79319	1.1104
49	2	22	semantic	2	CPh3_12.wav	SNposf2_12.wav	CP_SNpos	12	1	valid	1.9436	0.89977	h3	f2	300.3845	301.3845	303.3281	304.7707	305.6705	306.6705	310.2622	300.3996	301.3857	303.3291	304.772	305.6715	306.6719	309.7637	3.0918	1.4425
49	2	22	semantic	2	CPh3_7.wav	SNposh1_7.wav	CP_SNpos	7	1	valid	1.8993	0.97909	h3	h1	310.2622	311.2622	313.1615	314.5221	315.5011	316.5011	317.4317	310.2768	311.2638	313.1624	314.5231	315.5021	316.5022	316.9328	0.43055	1.3606
49	2	22	semantic	2	CPh4_9.wav	SPposh2_9.wav	CP_SPpos	9	5	valid	2.5525	1.1019	h4	h2	317.4317	318.4317	320.9842	322.23	323.3319	324.3319	326.0214	317.4516	318.433	320.9851	322.2311	323.3328	324.3332	325.5227	1.1895	1.2458
49	2	22	semantic	2	CNf3_6.wav	SNnegf4_6.wav	CN_SNneg	6	1	valid	2.4988	1.0978	f3	f4	326.0214	327.0214	329.5202	330.8844	331.9822	332.9822	334.0076	326.0365	327.0226	329.5212	330.8855	331.9831	332.9842	333.5097	0.52545	1.3642
49	2	22	semantic	2	CNh4_10.wav	SNnegf2_10.wav	CN_SNneg	10	1	valid	2.1066	0.90413	h4	f2	334.0076	335.0076	337.1142	338.0788	338.9829	339.9829	342.3005	334.0257	335.0089	337.1152	338.08	338.9839	339.9841	341.8017	1.8176	0.96452
49	2	22	semantic	2	CPh4_3.wav	SPposh2_3.wav	CP_SPpos	3	5	valid	2.1244	1.0816	h4	h2	342.3005	343.3005	345.4249	345.9767	347.0582	348.0582	349.0726	342.3157	343.302	345.4258	345.9778	347.0591	348.0595	348.5738	0.51433	0.55174
49	2	22	semantic	2	CNh1_2.wav	SNnegh4_2.wav	CN_SNneg	2	3	directvalide	1.6283	1.2469	h1	h4	349.0726	350.0726	351.7008	352.2907	353.5376	354.5376	356.9352	349.0979	350.0738	351.7018	352.292	353.5385	354.5391	356.4366	1.8976	0.58987
49	2	22	semantic	2	CPf1_6.wav	SNposh3_6.wav	CP_SNpos	6	1	valid	1.932	0.95163	f1	h3	356.9352	357.9352	359.8672	361.2798	362.2314	363.2314	365.3332	356.9511	357.9363	359.8682	361.281	362.2323	363.2327	364.8344	1.6018	1.4126
49	2	22	semantic	2	CPf1_7.wav	SPposh4_7.wav	CP_SPpos	7	4	valid	1.8508	1.0357	f1	h4	365.3332	366.3332	368.184	369.5487	370.5844	371.5844	372.7426	365.3481	366.3341	368.1849	369.55	370.5853	371.5856	372.2438	0.65822	1.3647
49	2	22	semantic	2	CPf2_10.wav	SPposh1_10.wav	CP_SPpos	10	5	valid	2.1819	0.77653	f2	h1	372.7426	373.7426	375.9246	377.254	378.0305	379.0305	380.2528	372.7593	373.7439	375.9255	377.2552	378.0314	379.0318	379.754	0.72223	1.3294
49	2	22	semantic	2	CNf1_11.wav	SPnegf3_11.wav	CN_SPneg	11	5	valid	2.1186	1.19	f1	f3	380.2528	381.2528	383.3714	384.6119	385.802	386.802	387.8993	380.2699	381.254	383.3723	384.6131	385.8029	386.8031	387.4004	0.59734	1.2405
49	2	22	semantic	2	CNh2_1.wav	SNnegh1_1.wav	CN_SNneg	1	1	valid	2.1835	0.97426	h2	h1	387.8993	388.8993	391.0828	391.7828	392.7571	393.7571	394.7835	387.9229	388.9007	391.0839	391.7838	392.7581	393.7584	394.2848	0.52642	0.70007
49	2	22	semantic	2	CNf4_4.wav	SPnegh4_4.wav	CN_SPneg	4	5	valid	2.1597	1.2419	f4	h4	394.7835	395.7835	397.9432	399.3688	400.6106	401.6106	403.0519	394.798	395.7846	397.9441	399.37	400.6115	401.6117	402.553	0.94127	1.4256
49	2	22	semantic	2	CPh3_1.wav	SPposf3_1.wav	CP_SPpos	1	5	valid	2.0823	1.161	h3	f3	403.0519	404.0519	406.1342	406.7257	407.8867	408.8867	409.9355	403.0657	404.0529	406.1352	406.727	407.8876	408.8877	409.4365	0.54882	0.59148
49	2	22	semantic	2	CPh4_5.wav	SNposh2_5.wav	CP_SNpos	5	1	valid	2.2763	0.99619	h4	h2	409.9355	410.9355	413.2119	413.7555	414.7517	415.7517	417.5584	409.9521	410.9367	413.2128	413.7566	414.7526	415.753	417.0597	1.3067	0.54368
49	2	22	semantic	2	CNf2_16.wav	SPnegf3_16.wav	CN_SPneg	16	5	valid	2.0988	0.92299	f2	f3	417.5584	418.5584	420.6572	421.6817	422.6047	423.6047	424.6164	417.5734	418.5597	420.6581	421.683	422.6056	423.6059	424.1176	0.51174	1.0245
49	2	22	semantic	2	CPh2_16.wav	SPposh3_16.wav	CP_SPpos	16	5	valid	2.0086	0.82261	h2	h3	424.6164	425.6164	427.6251	428.8129	429.6355	430.6355	432.0268	424.6318	425.6177	427.626	428.8141	429.6364	430.6368	431.528	0.89125	1.1878
49	2	22	semantic	2	CPh2_13.wav	SNposh4_13.wav	CP_SNpos	13	1	valid	1.8256	1.1715	h2	h4	432.0268	433.0268	434.8524	436.3356	437.5071	438.5071	439.5875	432.0428	433.0281	434.8533	436.3367	437.508	438.5083	439.0888	0.58043	1.4832
