subID	 genre	 age	 task	 run	 Context 	 Statement	 Condition_name	 Situation	 Evaluation_Score	 Validation_Type	 Time_Context	 Time_Statement	 Voice_Context	 Voice_Statement	 Time_Onset	 Time_Onset_Context	 Time_End_Context	 Time_Onset_Statement	 Time_End_Statement	 Onset_Evaluation	 End_Evaluation	 Real_Time_Onset	 Real_Time_Onset_Context	 Real_Time_End_Context	 Real_Time_Onset_Statement	 Real_Time_End_Statement	 Real_Time_Onset_Evaluation	 Real_Time_End_Evaluation	 RT	 Jitter
28	1	22	irony	2	CPh4_9.wav	SNposf2_9.wav	CP_SNpos	9	4	valid	2.5525	1.2481	h4	f2	0	1	3.5525	4.9879	6.236	7.236	10.7428	0.0047838	1.0018	3.5538	4.9893	6.2373	7.2376	10.2443	3.0068	1.4354
28	1	22	irony	2	CPf3_6.wav	SNposf4_6.wav	CP_SNpos	6	5	valid	2.457	1.185	f3	f4	10.7428	11.7428	14.1997	15.3854	16.5704	17.5704	19.043	10.7664	11.7444	14.2012	15.387	16.5718	17.5721	18.5447	0.97255	1.1857
28	1	22	irony	2	CPh4_12.wav	SNposf2_12.wav	CP_SNpos	12	5	valid	2.3305	0.89977	h4	f2	19.043	20.043	22.3735	22.9286	23.8283	24.8283	26.3101	19.0628	20.0446	22.3749	22.9303	23.8298	24.8299	25.8116	0.98174	0.55508
28	1	22	irony	2	CNf1_11.wav	SNnegh4_11.wav	CN_SNneg	11	1	valid	2.1186	0.8346	f1	h4	26.3101	27.3101	29.4287	30.2403	31.0749	32.0749	33.6381	26.3263	27.3117	29.4301	30.2419	31.0763	32.0765	33.1397	1.0632	0.81154
28	1	22	irony	2	CPf1_1.wav	SNposh1_1.wav	CP_SNpos	1	4	valid	2.1233	0.97426	f1	h1	33.6381	34.6381	36.7614	37.3566	38.3309	39.3309	40.6339	33.6544	34.6403	36.7628	37.3583	38.3322	39.3324	40.1355	0.80306	0.59519
28	1	22	irony	2	CPf2_7.wav	SNposf3_7.wav	CP_SNpos	7	4	valid	1.8314	1.2103	f2	f3	40.6339	41.6339	43.4653	44.3183	45.5287	46.5287	49.3493	40.6485	41.6354	43.4667	44.3201	45.53	46.5302	48.8508	2.3206	0.85305
28	1	22	irony	2	CPf4_11.wav	SNposh1_11.wav	CP_SNpos	11	4	valid	2.9292	0.83923	f4	h1	49.3493	50.3493	53.2785	54.0248	54.864	55.864	56.92	49.3639	50.3508	53.2799	54.0264	54.8653	55.8655	56.4215	0.55597	0.74626
28	1	22	irony	2	CNf4_1.wav	SPnegh2_1.wav	CN_SPneg	1	5	valid	2.7904	1.0165	f4	h2	56.92	57.92	60.7103	61.7594	62.776	63.776	65.1153	56.9364	57.9215	60.7118	61.7609	62.7774	63.7774	64.6168	0.83939	1.0491
28	1	22	irony	2	CPf2_9.wav	SPposh1_9.wav	CP_SPpos	9	1	valid	1.8779	0.8344	f2	h1	65.1153	66.1153	67.9933	69.2512	70.0856	71.0856	72.6201	65.1306	66.1169	67.9947	69.253	70.0869	71.0872	72.1217	1.0345	1.2579
28	1	22	irony	2	CNf4_15.wav	SPnegf3_15.wav	CN_SPneg	15	5	valid	2.2631	1.1146	f4	f3	72.6201	73.6201	75.8832	76.9197	78.0343	79.0343	80.4763	72.6348	73.6215	75.8847	76.9215	78.0356	79.0358	79.9778	0.94203	1.0365
28	1	22	irony	2	CNf3_8.wav	SNnegh1_8.wav	CN_SNneg	8	1	valid	2.4237	0.7119	f3	h1	80.4763	81.4763	83.9	85.0587	85.7706	86.7706	88.219	80.491	81.4777	83.9014	85.0602	85.7719	86.7721	87.7205	0.94842	1.1587
28	1	22	irony	2	CNh1_13.wav	SNnegh2_13.wav	CN_SNneg	13	1	valid	1.881	0.99211	h1	h2	88.219	89.219	91.1	91.7426	92.7347	93.7347	95.089	88.2348	89.2206	91.1014	91.7442	92.7361	93.7362	94.5905	0.85431	0.64255
28	1	22	irony	2	CPf2_5.wav	SNposh1_5.wav	CP_SNpos	5	5	valid	2.1539	0.9405	f2	h1	95.089	96.089	98.2429	99.054	99.9945	100.9945	102.4085	95.1048	96.0904	98.2443	99.0555	99.9959	100.9959	101.9099	0.91406	0.8111
28	1	22	irony	2	CNh4_15.wav	SNnegh1_15.wav	CN_SNneg	15	1	valid	2.4177	0.78134	h4	h1	102.4085	103.4085	105.8262	106.7148	107.4961	108.4961	110.4753	102.4225	103.41	105.8277	106.7163	107.4975	108.4977	109.9768	1.4791	0.88854
28	1	22	irony	2	CNf1_7.wav	SNnegh2_7.wav	CN_SNneg	7	1	valid	2.0374	1.0775	f1	h2	110.4753	111.4753	113.5126	114.0361	115.1136	116.1136	117.535	110.4905	111.4769	113.514	114.0376	115.115	116.1152	117.0366	0.92142	0.52346
28	1	22	irony	2	CNf2_12.wav	SNnegh4_12.wav	CN_SNneg	12	4	valid	2.3316	0.79941	f2	h4	117.535	118.535	120.8666	122.1689	122.9683	123.9683	126.4541	117.5498	118.5366	120.868	122.1704	122.9697	123.97	125.9557	1.9857	1.3023
28	1	22	irony	2	CNh3_7.wav	SPnegh4_7.wav	CN_SPneg	7	4	valid	2.2218	1.0407	h3	h4	126.4541	127.4541	129.6759	130.5667	131.6075	132.6075	133.8511	126.4692	127.4556	129.6773	130.5683	131.6089	132.6091	133.3527	0.74363	0.89081
