subID	 genre	 age	 task	 run	 Context 	 Statement	 Condition_name	 Situation	 Evaluation_Score	 Validation_Type	 Time_Context	 Time_Statement	 Voice_Context	 Voice_Statement	 Time_Onset	 Time_Onset_Context	 Time_End_Context	 Time_Onset_Statement	 Time_End_Statement	 Onset_Evaluation	 End_Evaluation	 Real_Time_Onset	 Real_Time_Onset_Context	 Real_Time_End_Context	 Real_Time_Onset_Statement	 Real_Time_End_Statement	 Real_Time_Onset_Evaluation	 Real_Time_End_Evaluation	 RT	 Jitter
38	1	22	tom	5	CNh3_6.wav	SNnegh1_6.wav	CN_SNneg	6	1	valid	2.4477	0.90676	h3	h1	0	1	3.4477	4.5303	5.4371	6.4371	11.6837	0.0027161	1.002	3.4491	4.5318	5.4385	6.4388	11.1855	4.7466	1.0827
38	1	22	tom	5	CNf1_9.wav	SPnegh2_9.wav	CN_SPneg	9	4	valid	2.1994	1.0978	f1	h2	11.6837	12.6837	14.8831	15.679	16.7768	17.7768	22.2059	11.7008	12.6855	14.8845	15.6809	16.7782	17.7784	21.7076	3.9291	0.79587
38	1	22	tom	5	CPf4_6.wav	SNposf3_6.wav	CP_SNpos	6	5	valid	2.2631	1.1576	f4	f3	22.2059	23.2059	25.469	26.7552	27.9128	28.9128	32.0348	22.2222	23.2077	25.4704	26.757	27.9142	28.9146	31.5366	2.622	1.2862
38	1	22	tom	5	CNh4_2.wav	SNnegf2_2.wav	CN_SNneg	2	1	valid	2.2235	1.171	h4	f2	32.0348	33.0348	35.2583	36.24	37.411	38.411	41.3398	32.0512	33.0366	35.2597	36.2418	37.4124	38.4128	40.8416	2.4288	0.9817
38	1	22	tom	5	CNf4_5.wav	SNnegf1_5.wav	CN_SNneg	5	2	valid	2.2631	0.91787	f4	f1	41.3398	42.3398	44.6028	45.6475	46.5654	47.5654	50.4537	41.357	42.3416	44.6042	45.6494	46.5668	47.5673	49.9556	2.3883	1.0447
38	1	22	tom	5	CPf1_15.wav	SNposh1_15.wav	CP_SNpos	15	3	nonvalid	1.4716	0.93569	f1	h1	50.4537	51.4537	52.9254	54.0223	54.958	55.958	61.458	50.4709	51.4555	52.9267	54.0241	54.9594	55.96	NaN	NaN	1.097
38	1	22	tom	5	CNf2_15.wav	SNnegf1_15.wav	CN_SNneg	15	2	valid	2.1254	0.94544	f2	f1	61.458	62.458	64.5834	65.9183	66.8638	67.8638	71.8819	61.4598	62.4598	64.5848	65.9201	66.8651	67.8655	71.3836	3.5182	1.3349
38	1	22	tom	5	CNf3_12.wav	SPnegh3_12.wav	CN_SPneg	12	4	valid	1.9961	0.96778	f3	h3	71.8819	72.8819	74.878	76.1051	77.0728	78.0728	79.9607	71.9	72.8837	74.8794	76.1067	77.0742	78.0746	79.4625	1.3878	1.2271
38	1	22	tom	5	CPf2_7.wav	SPposh2_7.wav	CP_SPpos	7	1	valid	1.8314	1.0856	f2	h2	79.9607	80.9607	82.792	83.7512	84.8368	85.8368	87.0639	79.981	80.9625	82.7934	83.753	84.8382	85.8386	86.5657	0.72714	0.95917
38	1	22	tom	5	CNf3_16.wav	SNnegh4_16.wav	CN_SNneg	16	2	valid	1.8798	0.73907	f3	h4	87.0639	88.0639	89.9437	90.8818	91.6209	92.6209	97.4958	87.0809	88.0658	89.9451	90.8834	91.6223	92.6227	96.9976	4.3749	0.93813
