subID	 genre	 age	 task	 run	 Context 	 Statement	 Condition_name	 Situation	 Evaluation_Score	 Validation_Type	 Time_Context	 Time_Statement	 Voice_Context	 Voice_Statement	 Time_Onset	 Time_Onset_Context	 Time_End_Context	 Time_Onset_Statement	 Time_End_Statement	 Onset_Evaluation	 End_Evaluation	 Real_Time_Onset	 Real_Time_Onset_Context	 Real_Time_End_Context	 Real_Time_Onset_Statement	 Real_Time_End_Statement	 Real_Time_Onset_Evaluation	 Real_Time_End_Evaluation	 RT	 Jitter
8	1	19	semantic	4	CNh1_3.wav	SNnegf4_3.wav	CN_SNneg	3	1	valid	2.4936	1.3851	h1	f4	0	1	3.4936	4.5001	5.8852	6.8852	8.748	0.0026674	1.0021	3.4949	4.502	5.8866	6.887	8.2498	1.3628	1.0066
8	1	19	semantic	4	CNf2_7.wav	SNnegf4_7.wav	CN_SNneg	7	2	valid	2.5112	1.3953	f2	f4	8.748	9.748	12.2592	12.9634	14.3587	15.3587	17.5668	8.7665	9.7498	12.2605	12.9651	14.3601	15.3605	17.0686	1.7081	0.70421
8	1	19	semantic	4	CPh4_1.wav	SPposf2_1.wav	CP_SPpos	1	5	valid	2.6714	1.0405	h4	f2	17.5668	18.5668	21.2382	21.759	22.7995	23.7995	25.8171	17.5833	18.5689	21.2395	21.7607	22.8009	23.8012	25.3188	1.5175	0.5208
8	1	19	semantic	4	CNh3_16.wav	SPnegh1_16.wav	CN_SPneg	16	5	valid	1.863	1.1527	h3	h1	25.8171	26.8171	28.68	29.518	30.6707	31.6707	33.6661	25.8343	26.8189	28.6814	29.5198	30.6721	31.6725	33.1679	1.4954	0.83796
8	1	19	semantic	4	CNh3_4.wav	SPnegf4_4.wav	CN_SPneg	4	4	valid	1.7662	1.6621	h3	f4	33.6661	34.6661	36.4323	37.2896	38.9517	39.9517	41.8192	33.6817	34.668	36.4337	37.2913	38.953	39.9534	41.3209	1.3675	0.85725
8	1	19	semantic	4	CNf3_1.wav	SPnegh4_1.wav	CN_SPneg	1	4	valid	2.1499	0.98041	f3	h4	41.8192	42.8192	44.9691	46.0942	47.0746	48.0746	49.6571	41.836	42.821	44.9704	46.0959	47.076	48.0763	49.1588	1.0825	1.1251
8	1	19	semantic	4	CPh3_16.wav	SPposf2_16.wav	CP_SPpos	16	5	valid	1.9799	0.70095	h3	f2	49.6571	50.6571	52.637	53.5734	54.2744	55.2744	57.0413	49.6739	50.6585	52.6384	53.5749	54.2758	55.2759	56.5428	1.267	0.93643
8	1	19	semantic	4	CPh3_15.wav	SNposf4_15.wav	CP_SNpos	15	1	valid	1.4517	1.2773	h3	f4	57.0413	58.0413	59.493	60.0061	61.2834	62.2834	64.1669	57.0567	58.0432	59.4943	60.0078	61.2852	62.2856	63.6691	1.3835	0.51308
8	1	19	semantic	4	CPf1_2.wav	SNposh4_2.wav	CP_SNpos	2	3	directvalide	1.8026	1.1111	f1	h4	64.1669	65.1669	66.9695	68.0144	69.1256	70.1256	71.9154	64.1842	65.1689	66.9709	68.0159	69.127	70.1271	71.4169	1.2898	1.0449
8	1	19	semantic	4	CPh4_3.wav	SNposh1_3.wav	CP_SNpos	3	4	valid	2.1244	1.0418	h4	h1	71.9154	72.9154	75.0398	76.4407	77.4825	78.4825	80.3399	71.9316	72.9172	75.0412	76.4424	77.4838	78.4843	79.8417	1.3574	1.4009
8	1	19	semantic	4	CPh4_6.wav	SNposf4_6.wav	CP_SNpos	6	2	valid	2.3583	1.185	h4	f4	80.3399	81.3399	83.6981	84.9806	86.1656	87.1656	89.1311	80.3571	81.3417	83.6995	84.9825	86.167	87.1674	88.6329	1.4654	1.2825
8	1	19	semantic	4	CPf2_12.wav	SPposf3_12.wav	CP_SPpos	12	4	valid	1.8493	0.87946	f2	f3	89.1311	90.1311	91.9803	93.1819	94.0613	95.0613	96.5381	89.1479	90.1329	91.9818	93.1836	94.0627	95.0631	96.0399	0.97674	1.2016
8	1	19	semantic	4	CNf4_11.wav	SNnegf2_11.wav	CN_SNneg	11	2	valid	2.3907	0.90413	f4	f2	96.5381	97.5381	99.9288	100.7184	101.6225	102.6225	104.878	96.555	97.5395	99.9301	100.7201	101.624	102.6244	104.3799	1.7555	0.78964
