subID	 genre	 age	 task	 run	 Context 	 Statement	 Condition_name	 Situation	 Evaluation_Score	 Validation_Type	 Time_Context	 Time_Statement	 Voice_Context	 Voice_Statement	 Time_Onset	 Time_Onset_Context	 Time_End_Context	 Time_Onset_Statement	 Time_End_Statement	 Onset_Evaluation	 End_Evaluation	 Real_Time_Onset	 Real_Time_Onset_Context	 Real_Time_End_Context	 Real_Time_Onset_Statement	 Real_Time_End_Statement	 Real_Time_Onset_Evaluation	 Real_Time_End_Evaluation	 RT	 Jitter
23	1	20	irony	4	CPh4_7.wav	SNposf1_7.wav	CP_SNpos	7	5	valid	2.1958	1.1015	h4	f1	0	1	3.1958	4.2777	5.3792	6.3792	8.5323	0.0025022	1.0019	3.1974	4.2795	5.3806	6.3806	8.0338	1.6532	1.082
23	1	20	irony	4	CPf4_3.wav	SPposf1_3.wav	CP_SPpos	3	1	valid	2.1392	1.2007	f4	f1	8.5323	9.5323	11.6715	12.3489	13.5497	14.5497	17.6854	8.5531	9.5341	11.6731	12.3506	13.5515	14.5519	17.1876	2.6357	0.67742
23	1	20	irony	4	CPh1_14.wav	SNposh2_14.wav	CP_SNpos	14	4	valid	1.7412	1.0816	h1	h2	17.6854	18.6854	20.4265	21.7639	22.8455	23.8455	26.7611	17.7015	18.6871	20.4279	21.7656	22.8468	23.8471	26.2627	2.4156	1.3374
23	1	20	irony	4	CPh2_7.wav	SPposf2_7.wav	CP_SPpos	7	1	valid	2.1103	0.83592	h2	f2	26.7611	27.7611	29.8713	30.8355	31.6714	32.6714	34.9861	26.7758	27.7628	29.8727	30.8372	31.6728	32.6732	34.4878	1.8146	0.96416
23	1	20	irony	4	CNf2_5.wav	SNnegf1_5.wav	CN_SNneg	5	1	valid	2.315	0.91787	f2	f1	34.9861	35.9861	38.301	39.0979	40.0158	41.0158	43.6325	35.004	35.9879	38.3024	39.0996	40.0171	41.0175	43.1342	2.1167	0.79686
23	1	20	irony	4	CNh3_1.wav	SPnegh2_1.wav	CN_SPneg	1	4	valid	2.1412	1.0165	h3	h2	43.6325	44.6325	46.7737	47.5537	48.5703	49.5703	51.6479	43.6479	44.6342	46.7751	47.5555	48.5717	49.5721	51.1498	1.5777	0.78007
23	1	20	irony	4	CPf1_6.wav	SNposf4_6.wav	CP_SNpos	6	4	valid	1.932	1.185	f1	f4	51.6479	52.6479	54.58	55.7047	56.8897	57.8897	60.4862	51.663	52.6497	54.5813	55.7063	56.8912	57.8914	59.9879	2.0965	1.1247
23	1	20	irony	4	CNh3_11.wav	SPnegf4_11.wav	CN_SPneg	11	4	valid	2.3602	1.1901	h3	f4	60.4862	61.4862	63.8465	64.7267	65.9168	66.9168	69.876	60.5016	61.4877	63.8478	64.7281	65.9182	66.9185	69.3777	2.4592	0.88021
23	1	20	irony	4	CNh2_7.wav	SPnegh3_7.wav	CN_SPneg	7	5	valid	2.3136	1.0404	h2	h3	69.876	70.876	73.1895	74.0038	75.0442	76.0442	80.1929	69.8917	70.8774	73.1909	74.0056	75.0455	76.0459	79.6946	3.6487	0.81425
23	1	20	irony	4	CPf3_11.wav	SNposh1_11.wav	CP_SNpos	11	4	valid	2.5626	0.83923	f3	h1	80.1929	81.1929	83.7555	84.479	85.3182	86.3182	88.3181	80.2083	81.1945	83.7569	84.4806	85.3196	86.3199	87.8198	1.4999	0.72348
