subID	 genre	 age	 task	 run	 Context 	 Statement	 Condition_name	 Situation	 Evaluation_Score	 Validation_Type	 Time_Context	 Time_Statement	 Voice_Context	 Voice_Statement	 Time_Onset	 Time_Onset_Context	 Time_End_Context	 Time_Onset_Statement	 Time_End_Statement	 Onset_Evaluation	 End_Evaluation	 Real_Time_Onset	 Real_Time_Onset_Context	 Real_Time_End_Context	 Real_Time_Onset_Statement	 Real_Time_End_Statement	 Real_Time_Onset_Evaluation	 Real_Time_End_Evaluation	 RT	 Jitter
37	2	20	semantic	2	CNf4_8.wav	SPnegh3_8.wav	CN_SPneg	8	4	valid	2.4726	0.89116	f4	h3	0	1	3.4726	4.3478	5.2389	6.2389	9.2176	0.0047279	1.0018	3.474	4.3496	5.2404	6.2404	8.7191	2.4787	0.87517
37	2	20	semantic	2	CPf3_7.wav	SNposf1_7.wav	CP_SNpos	7	2	valid	2.0523	1.1015	f3	f1	9.2176	10.2176	12.27	13.4383	14.5397	15.5397	17.5473	9.2407	10.2194	12.2714	13.4404	14.5411	15.5415	17.049	1.5076	1.1683
37	2	20	semantic	2	CPh1_5.wav	SNposh3_5.wav	CP_SNpos	5	1	valid	2.0209	0.89519	h1	h3	17.5473	18.5473	20.5682	21.1611	22.0563	23.0563	25.2019	17.5671	18.5491	20.5696	21.1626	22.0577	23.0581	24.7036	1.6456	0.59294
37	2	20	semantic	2	CNh4_5.wav	SPnegh3_5.wav	CN_SPneg	5	4	valid	2.5802	0.76615	h4	h3	25.2019	26.2019	28.7821	30.1418	30.908	31.908	34.0821	25.2196	26.2036	28.7834	30.1436	30.9093	31.9097	33.5838	1.6741	1.3598
37	2	20	semantic	2	CNf1_16.wav	SPnegh2_16.wav	CN_SPneg	16	5	valid	1.716	0.71562	f1	h2	34.0821	35.0821	36.7981	37.8819	38.5975	39.5975	41.5764	34.099	35.0839	36.7995	37.8836	38.5989	39.5988	41.0777	1.4789	1.0837
37	2	20	semantic	2	CPh3_10.wav	SNposf1_10.wav	CP_SNpos	10	2	valid	1.8993	0.85769	h3	f1	41.5764	42.5764	44.4757	45.9056	46.7633	47.7633	51.1011	41.5925	42.5782	44.4771	45.9073	46.7646	47.7649	50.6027	2.8378	1.4299
37	2	20	semantic	2	CNf2_8.wav	SNnegh4_8.wav	CN_SNneg	8	1	valid	2.4114	0.95528	f2	h4	51.1011	52.1011	54.5125	55.2553	56.2106	57.2106	58.978	51.1175	52.1029	54.5139	55.2571	56.2119	57.2124	58.4798	1.2674	0.74273
37	2	20	semantic	2	CNh4_10.wav	SNnegh1_10.wav	CN_SNneg	10	2	valid	2.1066	0.78134	h4	h1	58.978	59.978	62.0846	63.4317	64.2131	65.2131	67.0445	58.996	59.9798	62.086	63.4335	64.2144	65.2145	66.5459	1.3315	1.3471
37	2	20	semantic	2	CNf1_4.wav	SPnegh1_4.wav	CN_SPneg	4	3	directvalide	1.5589	1.5386	f1	h1	67.0445	68.0445	69.6034	71.0757	72.6143	73.6143	76.0902	67.0608	68.0463	69.6048	71.0775	72.6157	73.616	75.5919	1.9759	1.4723
37	2	20	semantic	2	CNf4_15.wav	SNnegh1_15.wav	CN_SNneg	15	2	valid	2.2631	0.78134	f4	h1	76.0902	77.0902	79.3532	80.2784	81.0597	82.0597	83.939	76.1072	77.092	79.3546	80.2799	81.061	82.0614	83.4407	1.3793	0.92513
37	2	20	semantic	2	CNh1_9.wav	SNnegh2_9.wav	CN_SNneg	9	3	directvalide	2.0758	1.2279	h1	h2	83.939	84.939	87.0148	87.6307	88.8587	89.8587	93.09	83.9557	84.9408	87.0163	87.6322	88.8601	89.8605	92.5918	2.7313	0.61589
37	2	20	semantic	2	CNh3_7.wav	SNnegf2_7.wav	CN_SNneg	7	2	valid	2.2218	1.0627	h3	f2	93.09	94.09	96.3118	96.849	97.9117	98.9117	101.5821	93.1048	94.0914	96.3132	96.8508	97.9131	98.9134	101.0838	2.1704	0.53717
37	2	20	semantic	2	CPf2_5.wav	SPposh2_5.wav	CP_SPpos	5	4	valid	2.1539	0.8254	f2	h2	101.5821	102.5821	104.736	105.2853	106.1107	107.1107	109.035	101.5989	102.5838	104.7374	105.287	106.1121	107.1125	108.5367	1.4242	0.54933
37	2	20	semantic	2	CNf1_1.wav	SNnegh3_1.wav	CN_SNneg	1	2	valid	1.9059	1.2863	f1	h3	109.035	110.035	111.9409	113.3479	114.6342	115.6342	117.5582	109.0527	110.0365	111.9423	113.3493	114.6355	115.6357	117.0597	1.424	1.4069
37	2	20	semantic	2	CPf3_9.wav	SNposh2_9.wav	CP_SNpos	9	2	valid	2.1912	1.1995	f3	h2	117.5582	118.5582	120.7493	121.407	122.6064	123.6064	127.5903	117.5744	118.5599	120.7508	121.4083	122.6079	123.6079	127.0917	3.4838	0.65764
37	2	20	semantic	2	CNh4_2.wav	SPnegf4_2.wav	CN_SPneg	2	5	valid	2.2235	1.9134	h4	f4	127.5903	128.5903	130.8138	131.5616	133.4751	134.4751	136.1411	127.6081	128.5921	130.8152	131.5633	133.4765	134.4768	135.6427	1.166	0.74789
37	2	20	semantic	2	CPh2_8.wav	SNposh1_8.wav	CP_SNpos	8	2	valid	1.6061	0.8151	h2	h1	136.1411	137.1411	138.7471	139.4729	140.288	141.288	145.4838	136.1568	137.1428	138.7485	139.4746	140.2901	141.2903	144.986	3.6957	0.72579
37	2	20	semantic	2	CPh2_14.wav	SPposf3_14.wav	CP_SPpos	14	4	valid	2.0656	1.042	h2	f3	145.4838	146.4838	148.5493	149.7574	150.7994	151.7994	152.975	145.4992	146.4855	148.5507	149.759	150.8007	151.8011	152.4768	0.67567	1.2081
37	2	20	semantic	2	CNf1_13.wav	SNnegf2_13.wav	CN_SNneg	13	2	valid	2.227	0.90268	f1	f2	152.975	153.975	156.202	156.8763	157.779	158.779	159.7851	152.9919	153.9768	156.2034	156.8777	157.7804	158.7807	159.2867	0.50609	0.67431
37	2	20	semantic	2	CPf4_10.wav	SPposh3_10.wav	CP_SPpos	10	4	valid	1.9699	1.0605	f4	h3	159.7851	160.7851	162.755	163.477	164.5376	165.5376	167.6129	159.8015	160.7867	162.7568	163.4787	164.539	165.5394	167.1148	1.5754	0.72207
37	2	20	semantic	2	CPh3_16.wav	SNposf4_16.wav	CP_SNpos	16	1	valid	1.9799	0.85156	h3	f4	167.6129	168.6129	170.5928	171.8851	172.7367	173.7367	176.761	167.629	168.6147	170.5942	171.8865	172.7381	173.7384	176.2627	2.5243	1.2923
37	2	20	semantic	2	CPh3_9.wav	SPposf3_9.wav	CP_SPpos	9	5	valid	2.0128	1.3322	h3	f3	176.761	177.761	179.7738	180.6104	181.9426	182.9426	185.1761	176.781	177.7628	179.7752	180.6121	181.944	182.9442	184.6777	1.7335	0.83659
37	2	20	semantic	2	CPf1_11.wav	SNposh2_11.wav	CP_SNpos	11	2	valid	2.5099	0.85794	f1	h2	185.1761	186.1761	188.686	190.1121	190.9701	191.9701	193.0761	185.1931	186.1777	188.6875	190.1137	190.9714	191.9717	192.5778	0.60607	1.4261
37	2	20	semantic	2	CNf4_5.wav	SNnegh2_5.wav	CN_SNneg	5	1	valid	2.2631	0.94333	f4	h2	193.0761	194.0761	196.3392	197.5801	198.5234	199.5234	201.1641	193.0924	194.0777	196.3406	197.5818	198.5248	199.5251	200.6658	1.1407	1.2409
37	2	20	semantic	2	CPh3_2.wav	SNposf1_2.wav	CP_SNpos	2	3	directvalide	1.9234	1.1556	h3	f1	201.1641	202.1641	204.0875	204.763	205.9186	206.9186	209.3281	201.1809	202.1658	204.0889	204.7646	205.92	206.9202	208.8297	1.9095	0.67543
37	2	20	semantic	2	CNh1_11.wav	SNnegh2_11.wav	CN_SNneg	11	3	directvalide	2.0088	0.85794	h1	h2	209.3281	210.3281	212.3369	213.6286	214.4865	215.4865	217.4481	209.3437	210.3299	212.3383	213.6303	214.4879	215.4882	216.9498	1.4616	1.2917
37	2	20	semantic	2	CNh2_3.wav	SPnegh3_3.wav	CN_SPneg	3	4	valid	2.7649	1.0968	h2	h3	217.4481	218.4481	221.213	221.9288	223.0256	224.0256	225.69	217.4643	218.4497	221.2144	221.9303	223.027	224.0274	225.1917	1.1643	0.71581
37	2	20	semantic	2	CNf2_3.wav	SNnegf1_3.wav	CN_SNneg	3	1	valid	3.1465	1.1616	f2	f1	225.69	226.69	229.8364	231.3185	232.4802	233.4802	234.7212	225.7051	226.6914	229.8378	231.32	232.4816	233.4816	234.2226	0.741	1.4821
37	2	20	semantic	2	CNh1_13.wav	SPnegf2_13.wav	CN_SPneg	13	4	valid	1.881	0.81125	h1	f2	234.7212	235.7212	237.6022	238.4386	239.2499	240.2499	242.3163	234.736	235.7225	237.6035	238.4403	239.2512	240.2516	241.818	1.5665	0.83643
37	2	20	semantic	2	CPf2_13.wav	SNposh3_13.wav	CP_SNpos	13	1	valid	2.0821	0.91535	f2	h3	242.3163	243.3163	245.3984	246.89	247.8054	248.8054	250.6806	242.3319	243.3179	245.3998	246.8915	247.8068	248.807	250.1821	1.3752	1.4916
37	2	20	semantic	2	CNh2_6.wav	SPnegf3_6.wav	CN_SPneg	6	4	valid	2.4152	1.3205	h2	f3	250.6806	251.6806	254.0958	255.3731	256.6936	257.6936	260.6902	250.6977	251.682	254.0971	255.3748	256.6949	257.6952	260.1918	2.4966	1.2773
37	2	20	semantic	2	CPf4_4.wav	SNposh1_4.wav	CP_SNpos	4	1	valid	2.7445	1.1439	f4	h1	260.6902	261.6902	264.4347	265.2574	266.4013	267.4013	270.4805	260.7066	261.6919	264.436	265.2588	266.4027	267.4027	269.9819	2.5792	0.8227
37	2	20	semantic	2	CPf1_1.wav	SPposh1_1.wav	CP_SPpos	1	4	valid	2.1233	0.88263	f1	h1	270.4805	271.4805	273.6038	275.0615	275.9441	276.9441	277.8405	270.4967	271.4819	273.6052	275.0629	275.9455	276.9456	277.3419	0.39634	1.4576
37	2	20	semantic	2	CPf3_15.wav	SNposh2_15.wav	CP_SNpos	15	1	valid	1.5646	1.0505	f3	h2	277.8405	278.8405	280.405	280.975	282.0255	283.0255	284.1229	277.8569	278.842	280.4068	280.9767	282.0269	283.0271	283.6246	0.59746	0.56994
37	2	20	semantic	2	CPf2_6.wav	SPposh3_6.wav	CP_SPpos	6	4	valid	1.7704	1.1371	f2	h3	284.1229	285.1229	286.8933	287.4974	288.6346	289.6346	292.0523	284.1384	285.1246	286.8947	287.499	288.6359	289.6362	291.5539	1.9178	0.6041
37	2	20	semantic	2	CPf4_4.wav	SPposf1_4.wav	CP_SPpos	4	4	valid	2.7445	1.2369	f4	f1	292.0523	293.0523	295.7968	296.5682	297.8051	298.8051	302.8721	292.0696	293.054	295.7982	296.5698	297.8067	298.8069	302.3739	3.567	0.7714
37	2	20	semantic	2	CPf1_3.wav	SPposf4_3.wav	CP_SPpos	3	5	valid	1.7364	1.3697	f1	f4	302.8721	303.8721	305.6085	306.4623	307.832	308.832	311.2741	302.8899	303.8737	305.6099	306.4639	307.8333	308.8336	310.7758	1.9421	0.85376
37	2	20	semantic	2	CPf4_14.wav	SNposh3_14.wav	CP_SNpos	14	1	valid	2.4675	1.2057	f4	h3	311.2741	312.2741	314.7416	315.4911	316.6968	317.6968	319.0323	311.2894	312.2754	314.7429	315.4924	316.6982	317.6985	318.534	0.83549	0.74952
37	2	20	semantic	2	CNh4_9.wav	SPnegf3_9.wav	CN_SPneg	9	5	valid	2.7982	1.2742	h4	f3	319.0323	320.0323	322.8305	323.7017	324.9759	325.9759	327.2964	319.0509	320.0339	322.8318	323.7034	324.9772	325.9774	326.7979	0.82052	0.87118
37	2	20	semantic	2	CNh1_15.wav	SPnegh2_15.wav	CN_SPneg	15	4	valid	1.6736	0.87828	h1	h2	327.2964	328.2964	329.97	331.3679	332.2462	333.2462	334.3665	327.3127	328.298	329.9714	331.3694	332.2475	333.2477	333.868	0.62033	1.3979
37	2	20	semantic	2	CPf1_11.wav	SPposh2_11.wav	CP_SPpos	11	4	valid	2.5099	1.0002	f1	h2	334.3665	335.3665	337.8764	338.5984	339.5987	340.5987	342.9962	334.3829	335.3681	337.8777	338.6001	339.6001	340.6002	342.4977	1.8975	0.72207
37	2	20	semantic	2	CPf3_13.wav	SPposh2_13.wav	CP_SPpos	13	5	valid	1.7859	0.88234	f3	h2	342.9962	343.9962	345.7821	346.5128	347.3952	348.3952	351.4772	343.0127	343.9979	345.7835	346.5144	347.3966	348.3967	350.9788	2.582	0.7307
37	2	20	semantic	2	CNf1_1.wav	SPnegh2_1.wav	CN_SPneg	1	4	valid	1.9059	1.0165	f1	h2	351.4772	352.4772	354.3832	355.2124	356.229	357.229	358.4163	351.4936	352.4789	354.3845	355.2141	356.2304	357.2304	357.9178	0.68737	0.8293
37	2	20	semantic	2	CPh1_15.wav	SPposh4_15.wav	CP_SPpos	15	5	valid	1.4185	0.9251	h1	h4	358.4163	359.4163	360.8348	361.7115	362.6366	363.6366	365.0442	358.4324	359.4179	360.8363	361.7129	362.6381	363.6383	364.5459	0.90759	0.8767
